,ROUTEID,FROMMEASURE,TOMEASURE,XCOORD,YCOORD,ADDTOGIS,ARMSTYLE_DESC,ASSETSTATUS_DESC,ASSETTYPE,FACILITYID,LIGHTTYPE_DESC,POLEHEIGHT_DESC,STREETLIGHTID,WATTAGE1,MAXTEMP,HUMIDITY,WINDSPEED,date_timestamp,day,month,year
163,11001602,9376.755897,9543.735983,395229,140215,2007/06/22 00:00:00+00,Simple Pendant,Active,1,10256,HPS-High Pressure Sodium,30 ft,10256,400,1.7802454,97.675285,13.104198,2007-06-22 00:00:00+00:00,22,6,2007
165,11031982,1707.911637,1739.37924,398206,139895,2007/07/11 00:00:00+00,Simple Pendant,Active,1,11888,HPS-High Pressure Sodium,30 ft,11888,250,2.1502454,95.39217,13.246826,2007-07-11 00:00:00+00:00,11,7,2007
166,11001702,6605.110904,6697.2045,397919,138893,2007/07/18 00:00:00+00,Simple Pendant,Active,1,14242,HPS-High Pressure Sodium,30 ft,14242,400,2.5302453,93.84504,13.089354,2007-07-18 00:00:00+00:00,18,7,2007
167,11092432,137.8723735,210.612032,397232,139418,2007/07/11 00:00:00+00,Simple Pendant,Active,1,12100,HPS-High Pressure Sodium,30 ft,12100,400,2.8202453,93.52713,14.007655,2007-07-11 00:00:00+00:00,11,7,2007
170,11031982,1658.309074,1707.911637,397664,139269,2007/07/14 00:00:00+00,Simple Pendant,Active,1,12600,HPS-High Pressure Sodium,30 ft,12600,400,3.4502454,84.842476,18.345877,2007-07-14 00:00:00+00:00,14,7,2007
172,11027392,0,19.743775,397766,139150,2007/07/18 00:00:00+00,Simple Pendant,Active,1,12940,HPS-High Pressure Sodium,30 ft,12940,400,3.2002454,92.75064,20.696087,2007-07-18 00:00:00+00:00,18,7,2007
173,11001302,9474.537662,9570.608272,397485,139401,2007/07/11 00:00:00+00,Simple Pendant,Active,1,12589,HPS-High Pressure Sodium,30 ft,12589,400,3.3402452,93.3614,21.30093,2007-07-11 00:00:00+00:00,11,7,2007
174,11067792,2240.023838,2734.3311,397664,138547,2007/07/16 00:00:00+00,Simple Teardrop,Active,1,13636,LED-Light Emitting Diode,28 ft,13636,100,3.6002455,94.31821,22.104116,2007-07-16 00:00:00+00:00,16,7,2007
175,11092692,5500.44358,5584.7604,397262,139401,2007/07/11 00:00:00+00,Simple Pendant,Active,1,12093,HPS-High Pressure Sodium,30 ft,12093,400,3.5702453,91.78622,18.448023,2007-07-11 00:00:00+00:00,11,7,2007
176,11031982,1576.4113,1658.309074,396314,139665,2007/06/22 00:00:00+00,Regular Alley,Active,2,10749DC,HPS-High Pressure Sodium,35 ft,10749DC,70,3.2402453,90.05904,14.869351,2007-06-22 00:00:00+00:00,22,6,2007
177,11051022,610.1788446,687.4466845,395392,139959,2007/06/22 00:00:00+00,Regular Alley,Active,2,12196,HPS-High Pressure Sodium,28 ft,12196,100,2.7102456,88.58649,12.522619,2007-06-22 00:00:00+00:00,22,6,2007
178,11001402,10269.07565,10324.41069,396443,139752,2007/06/22 00:00:00+00,Regular Alley,Active,2,10756,HPS-High Pressure Sodium,28 ft,10756,70,2.6002455,87.42484,10.883676,2007-06-22 00:00:00+00:00,22,6,2007
179,11061942,407.246095,517.0775663,395485,139930,2007/06/22 00:00:00+00,Regular Alley,Active,2,12169,INC-Incandescent,28 ft,12169,189,2.6702452,87.05258,13.584932,2007-06-22 00:00:00+00:00,22,6,2007
180,11051022,540.6463361,610.1788446,397890,139501,2007/07/14 00:00:00+00,Simple Pendant,Active,1,14227,HPS-High Pressure Sodium,30 ft,14227,250,3.0902452,80.46265,15.876775,2007-07-14 00:00:00+00:00,14,7,2007
184,11051022,406.2839463,540.6463361,397216,139386,2007/07/10 00:00:00+00,Simple Pendant,Active,1,11848,HPS-High Pressure Sodium,30 ft,11848,400,5.0502453,69.00832,16.485485,2007-07-10 00:00:00+00:00,10,7,2007
185,11092692,5404.20226,5500.44358,397697,138533,2007/07/17 00:00:00+00,Simple Pendant,Active,1,13644,HPS-High Pressure Sodium,30 ft,13644,400,5.0702453,68.00919,13.049689,2007-07-17 00:00:00+00:00,17,7,2007
187,11001202,4511.792371,4566.852035,398017,139767,2007/07/13 00:00:00+00,Decorated Straight,Active,1,12458,HPS-High Pressure Sodium,30 ft,12458,250,5.4102454,69.543655,13.661038,2007-07-13 00:00:00+00:00,13,7,2007
189,11016382,2743.971,2760.2014,397238,138482,2007/07/17 00:00:00+00,Simple Teardrop,Active,1,13272,LED-Light Emitting Diode,28 ft,13272,150,5.440245,79.33797,16.808569,2007-07-17 00:00:00+00:00,17,7,2007
191,11051022,356.2817773,406.2839463,398416,139416,2007/07/12 00:00:00+00,Decorated Straight,Active,1,13535,HPS-High Pressure Sodium,30 ft,13535,250,5.630245,85.12032,18.416384,2007-07-12 00:00:00+00:00,12,7,2007
192,11001302,9419.165659,9474.537662,397795,139571,2007/07/14 00:00:00+00,Decorated Wrap,Active,1,12397,HPS-High Pressure Sodium,30 ft,12397,250,5.880245,84.66931,17.294992,2007-07-14 00:00:00+00:00,14,7,2007
193,11051022,259.2470913,356.2817773,398256,139987,2007/07/12 00:00:00+00,Simple Pendant,Active,1,13509,HPS-High Pressure Sodium,30 ft,13509,250,5.5802455,88.627106,20.969805,2007-07-12 00:00:00+00:00,12,7,2007
195,11050572,579.1843653,653.1817355,398307,140045,2007/07/13 00:00:00+00,Regular Alley,Active,2,11997,HPS-High Pressure Sodium,28 ft,11997,70,6.2202454,89.69488,27.80403,2007-07-13 00:00:00+00:00,13,7,2007
196,11040042,7545.047151,7594.770921,398616,139022,2007/07/12 00:00:00+00,Regular Alley,Active,2,13769DC,HPS-High Pressure Sodium,35 ft,13769DC,100,5.710245,90.858,26.368616,2007-07-12 00:00:00+00:00,12,7,2007
197,11009422,1291.684767,1348.5064,398004,139622,2007/07/13 00:00:00+00,Regular Alley,Active,2,12411,LED-Light Emitting Diode,28 ft,12411,30,5.2002454,89.346664,23.710857,2007-07-13 00:00:00+00:00,13,7,2007
198,11051022,216.0633764,259.2470913,397966,138678,2007/07/18 00:00:00+00,Regular Alley,Active,2,13650DC,LED-Light Emitting Diode,35 ft,13650DC,70,4.6002455,89.16169,22.73707,2007-07-18 00:00:00+00:00,18,7,2007
199,11001202,4476.585737,4511.792371,396393,140829,2007/06/19 00:00:00+00,Regular Alley,Active,2,10058,HPS-High Pressure Sodium,28 ft,10058,70,4.1602454,87.28555,23.510508,2007-06-19 00:00:00+00:00,19,6,2007
200,11001602,9272.240537,9376.755897,396925,140305,2007/06/18 00:00:00+00,Regular Alley,Active,2,13012,HPS-High Pressure Sodium,28 ft,13012,150,4.1902456,84.75498,22.380884,2007-06-18 00:00:00+00:00,18,6,2007
201,11050572,506.9113256,579.1843653,397620,140022,2007/07/11 00:00:00+00,Simple Pendant,Active,1,10274,HPS-High Pressure Sodium,30 ft,10274,400,4.2702456,84.27884,19.255793,2007-07-11 00:00:00+00:00,11,7,2007
203,11094702,0,347.9670957,398296,140693,2007/07/16 00:00:00+00,Simple Pendant,Active,1,11273,HPS-High Pressure Sodium,30 ft,11273,400,4.2702456,85.43835,14.84318,2007-07-16 00:00:00+00:00,16,7,2007
204,11050572,383.5050254,506.9113256,396330,140842,2007/06/19 00:00:00+00,Regular Alley,Active,2,10056,HPS-High Pressure Sodium,28 ft,10056,70,4.420245,83.33408,13.830749,2007-06-19 00:00:00+00:00,19,6,2007
205,11050572,325.5362951,383.5050254,397004,140005,2007/06/20 00:00:00+00,Regular Alley,Active,2,13035,HPS-High Pressure Sodium,28 ft,13035,100,4.4802456,83.28247,17.373497,2007-06-20 00:00:00+00:00,20,6,2007
206,11001402,10116.32717,10219.39728,396151,140819,2007/06/19 00:00:00+00,Regular Alley,Active,2,10026,HPS-High Pressure Sodium,28 ft,10026,70,4.5902452,83.95871,16.267857,2007-06-19 00:00:00+00:00,19,6,2007
207,11050572,271.7821054,325.5362951,396368,140841,2007/06/19 00:00:00+00,Regular Alley,Active,2,10057,HPS-High Pressure Sodium,28 ft,10057,70,4.650245,84.26861,15.937878,2007-06-19 00:00:00+00:00,19,6,2007
208,11050572,206.1179578,271.7821054,396938,140835,2007/06/18 00:00:00+00,Regular Alley,Active,2,13823,HPS-High Pressure Sodium,28 ft,13823,150,4.5902452,83.477554,11.966953,2007-06-18 00:00:00+00:00,18,6,2007
209,11051022,152.1677293,216.0633764,396169,140805,2007/06/19 00:00:00+00,Regular Alley,Active,2,10052,HPS-High Pressure Sodium,28 ft,10052,70,4.0702453,87.46362,10.948973,2007-06-19 00:00:00+00:00,19,6,2007
210,11050572,148.2575808,206.1179578,395981,140594,2007/06/19 00:00:00+00,Regular Alley,Active,2,10010,HPS-High Pressure Sodium,28 ft,10010,100,3.7902455,89.981,7.8954163,2007-06-19 00:00:00+00:00,19,6,2007
219,11051022,77.04167404,103.1266596,397313,140457,2007/07/12 00:00:00+00,Simple Pendant,Active,1,13400,HPS-High Pressure Sodium,30 ft,13400,400,1.9202454,95.86355,4.5536795,2007-07-12 00:00:00+00:00,12,7,2007
220,11040042,7465.883873,7545.047151,398302,140195,2007/07/16 00:00:00+00,Simple Pendant,Active,1,11941,HPS-High Pressure Sodium,30 ft,11941,400,2.1002455,95.527306,3.4152596,2007-07-16 00:00:00+00:00,16,7,2007
221,11031982,1406.56865,1576.410287,398157,140978,2007/07/12 00:00:00+00,Simple Pendant,Active,1,11217,HPS-High Pressure Sodium,30 ft,11217,400,1.5902454,96.89371,2.2768397,2007-07-12 00:00:00+00:00,12,7,2007
222,11009422,1142.443658,1291.684767,397431,140093,2007/07/11 00:00:00+00,Simple Pendant,Active,1,12807,HPS-High Pressure Sodium,30 ft,12807,400,1.4902453,96.88931,2.4149535,2007-07-11 00:00:00+00:00,11,7,2007
224,11001202,4399.161962,4455.195109,396973,140015,2007/06/20 00:00:00+00,Regular Alley,Active,2,13036,HPS-High Pressure Sodium,28 ft,13036,100,1.8602453,96.97553,4.452954,2007-06-20 00:00:00+00:00,20,6,2007
225,11014272,9357.646507,9560.700082,396132,140607,2007/06/19 00:00:00+00,Regular Alley,Active,2,10034,HPS-High Pressure Sodium,28 ft,10034,70,1.7602454,97.463066,3.9763298,2007-06-19 00:00:00+00:00,19,6,2007
226,11092692,5212.461722,5309.463037,396458,140553,2007/06/20 00:00:00+00,Regular Alley,Active,2,10341,HPS-High Pressure Sodium,28 ft,10341,100,1.7302454,97.32111,3.319036,2007-06-20 00:00:00+00:00,20,6,2007
227,11003202,4765.784674,4968.717365,397071,140602,2007/06/18 00:00:00+00,Regular Alley,Active,2,13902,HPS-High Pressure Sodium,28 ft,13902,150,2.2502456,94.23408,6.162207,2007-06-18 00:00:00+00:00,18,6,2007
228,11050702,1037.80911,1223.505367,396427,139657,2007/06/21 00:00:00+00,Regular Alley,Active,2,10698,HPS-High Pressure Sodium,28 ft,10698,70,2.8002453,92.52085,6.8399997,2007-06-21 00:00:00+00:00,21,6,2007
229,11001702,6372.879211,6388.761306,397339,139917,2007/07/14 00:00:00+00,Regular Alley,Active,2,14346,HPS-High Pressure Sodium,28 ft,14346,100,3.2602453,91.8932,6.379216,2007-07-14 00:00:00+00:00,14,7,2007
230,11050702,991.0295702,1037.80911,397538,140089,2007/07/11 00:00:00+00,Simple Pendant,Active,1,12810,HPS-High Pressure Sodium,30 ft,12810,400,4.150245,84.20221,7.8954163,2007-07-11 00:00:00+00:00,11,7,2007
231,11050702,937.9658689,991.0295702,398331,140777,2007/07/18 00:00:00+00,Simple Pendant,Active,1,14704,HPS-High Pressure Sodium,30 ft,14704,400,4.5902452,82.87953,9.085988,2007-07-18 00:00:00+00:00,18,7,2007
232,11050702,519.9620856,562.4941034,397664,140528,2007/07/12 00:00:00+00,Decorated Wrap,Active,1,19996,HPS-High Pressure Sodium,30 ft,19996,250,4.8302455,80.969826,9.290511,2007-07-12 00:00:00+00:00,12,7,2007
234,11050702,865.8913621,937.9658689,395507,139553,2007/07/25 00:00:00+00,Simple Pendant,Active,1,14706,LED-Light Emitting Diode,30 ft,14706,200,3.1802454,87.17457,6.130579,2007-07-25 00:00:00+00:00,25,7,2007
235,11050702,612.0029549,670.1821539,396832,141027,2007/07/24 00:00:00+00,Simple Pendant,Active,1,10639,HPS-High Pressure Sodium,30 ft,10639,400,2.0502453,90.86629,7.928178,2007-07-24 00:00:00+00:00,24,7,2007
236,11001402,10012.44698,10116.32717,397555,140457,2007/07/18 00:00:00+00,Simple Pendant,Active,1,13077,HPS-High Pressure Sodium,30 ft,13077,400,1.3602455,91.53658,7.69592,2007-07-18 00:00:00+00:00,18,7,2007
237,11050702,511.8991989,519.9620856,398264,140511,2007/07/12 00:00:00+00,Simple Pendant,Active,1,11313,HPS-High Pressure Sodium,30 ft,11313,400,0.9102454,91.22982,8.39657,2007-07-12 00:00:00+00:00,12,7,2007
243,11050702,793.4017535,865.8913621,393873,137467,2014/03/13 00:00:00+00,Simple Teardrop,Active,1,29764,HPS-High Pressure Sodium,30 ft,29764,250,-0.3197546,90.44586,5.8048253,2014-03-13 00:00:00+00:00,13,3,2014
249,11001202,4380.885394,4399.161962,396894,140447,2007/06/18 00:00:00+00,Regular Alley,Active,2,13325,HPS-High Pressure Sodium,28 ft,13325,100,0.9102454,89.1768,7.754637,2007-06-18 00:00:00+00:00,18,6,2007
250,11040042,7422.217464,7465.883873,396379,139854,2007/06/22 00:00:00+00,Regular Alley,Active,2,14539,HPS-High Pressure Sodium,28 ft,14539,70,1.1202455,88.806595,6.5693827,2007-06-22 00:00:00+00:00,22,6,2007
256,11009422,1025.996033,1142.443658,396425,139247,2007/07/24 00:00:00+00,Simple Pendant,Active,1,11690,HPS-High Pressure Sodium,30 ft,11690,250,4.3202453,70.89914,10.514218,2007-07-24 00:00:00+00:00,24,7,2007
257,11000802,7047.459,7076.869,396980,139515,2007/07/24 00:00:00+00,Simple Pendant,Active,1,12221,HPS-High Pressure Sodium,30 ft,12221,400,3.9102454,75.58963,7.127636,2007-07-24 00:00:00+00:00,24,7,2007
260,11031982,1266.646897,1406.56865,396322,138737,2007/07/24 00:00:00+00,Simple Pendant,Active,1,11155,HPS-High Pressure Sodium,30 ft,11155,400,0.16024542,85.02969,8.0899935,2007-07-24 00:00:00+00:00,24,7,2007
261,11050702,137.9577924,195.7567,397097,140914,2007/06/18 00:00:00+00,Regular Alley,Active,2,13853,HPS-High Pressure Sodium,28 ft,13853,100,-0.48975456,84.94145,7.9036193,2007-06-18 00:00:00+00:00,18,6,2007
262,11040042,7347.189976,7422.217464,396754,140606,2007/06/19 00:00:00+00,Regular Alley,Active,2,14516,HPS-High Pressure Sodium,19 ft,14516,100,-0.85975456,84.63624,7.289445,2007-06-19 00:00:00+00:00,19,6,2007
263,11050702,55.14478814,96.36243644,396217,140420,2007/06/20 00:00:00+00,Regular Alley,Active,2,10325,HPS-High Pressure Sodium,28 ft,10325,70,-1.0097545,83.79212,6.8777895,2007-06-20 00:00:00+00:00,20,6,2007
264,11000902,7741.130693,7883.000852,396672,140453,2007/06/20 00:00:00+00,Regular Alley,Active,2,14523DC,HPS-High Pressure Sodium,35 ft,14523DC,100,-1.3297546,84.63414,6.763786,2007-06-20 00:00:00+00:00,20,6,2007
265,11050702,96.36243644,137.9577924,396684,140447,2007/06/20 00:00:00+00,Regular Alley,Active,2,14522DC,HPS-High Pressure Sodium,35 ft,14522DC,100,-1.7397546,84.768425,6.519877,2007-06-20 00:00:00+00:00,20,6,2007
266,11046082,861.165791,1110.1142,398234,140680,2007/07/16 00:00:00+00,Simple Pendant,Active,1,11271,HPS-High Pressure Sodium,30 ft,11271,400,-2.1897545,85.54449,5.8603754,2007-07-16 00:00:00+00:00,16,7,2007
267,11001702,6110.3402,6296.987811,397292,140318,2007/07/12 00:00:00+00,Simple Pendant,Active,1,12756,HPS-High Pressure Sodium,30 ft,12756,400,-2.5497546,85.95168,5.6920996,2007-07-12 00:00:00+00:00,12,7,2007
268,11094082,0,964.8956055,398193,140668,2007/07/12 00:00:00+00,Simple Pendant,Active,1,11270,HPS-High Pressure Sodium,30 ft,11270,400,-2.7997546,85.266045,6.151683,2007-07-12 00:00:00+00:00,12,7,2007
271,11048622,380.8839841,504.3215221,397568,140569,2007/07/12 00:00:00+00,Simple Pendant,Active,1,12979,HPS-High Pressure Sodium,30 ft,12979,400,-3.1097546,84.18629,5.6920996,2007-07-12 00:00:00+00:00,12,7,2007
273,11048622,322.982768,380.8839841,397524,140821,2007/07/16 00:00:00+00,Simple Pendant,Active,1,12987,HPS-High Pressure Sodium,30 ft,12987,400,-3.2597547,81.80736,5.0528407,2007-07-16 00:00:00+00:00,16,7,2007
274,11001402,9909.035648,10012.44698,397744,140819,2007/07/12 00:00:00+00,Simple Pendant,Active,1,13060,HPS-High Pressure Sodium,30 ft,13060,400,-1.9497546,79.37598,3.7585104,2007-07-12 00:00:00+00:00,12,7,2007
275,11048622,157.231611,273.2584153,397318,140381,2007/07/12 00:00:00+00,Simple Pendant,Active,1,13399,HPS-High Pressure Sodium,30 ft,13399,250,-0.7197546,76.114624,4.6938252,2007-07-12 00:00:00+00:00,12,7,2007
276,11048622,0,52.28897491,398343,140180,2007/07/11 00:00:00+00,Simple Pendant,Active,1,11952,HPS-High Pressure Sodium,30 ft,11952,400,0.2702454,72.051125,4.2136917,2007-07-11 00:00:00+00:00,11,7,2007
278,11048622,95.72651652,118.2890154,396183,140239,2007/06/21 00:00:00+00,Regular Alley,Active,2,10512,HPS-High Pressure Sodium,28 ft,10512,70,1.7502455,67.792946,5.495161,2007-06-21 00:00:00+00:00,21,6,2007
279,11048622,118.2890154,157.231611,396490,139712,2007/06/22 00:00:00+00,Regular Alley,Active,2,10680,HPS-High Pressure Sodium,28 ft,10680,150,2.4202454,66.88893,5.1919937,2007-06-22 00:00:00+00:00,22,6,2007
281,11001302,9212.05613,9232.397487,397416,140624,2007/07/12 00:00:00+00,Simple Pendant,Active,1,13199,HPS-High Pressure Sodium,30 ft,13199,400,2.4702454,71.182785,5.3999996,2007-07-12 00:00:00+00:00,12,7,2007
282,11000802,6895.611,6982.501,398356,140389,2007/07/12 00:00:00+00,Simple Pendant,Active,1,11628,HPS-High Pressure Sodium,30 ft,11628,250,0.3002454,79.88505,6.696387,2007-07-12 00:00:00+00:00,12,7,2007
283,11001302,9118.042019,9212.05613,398296,140526,2007/07/12 00:00:00+00,Simple Pendant,Active,1,11315,HPS-High Pressure Sodium,30 ft,11315,400,-1.0097545,84.55171,6.489992,2007-07-12 00:00:00+00:00,12,7,2007
284,11001202,4197.291379,4245.641371,397648,140532,2007/07/12 00:00:00+00,Decorated Wrap,Active,1,19995,HPS-High Pressure Sodium,30 ft,19995,250,-1.7997545,86.63756,6.638072,2007-07-12 00:00:00+00:00,12,7,2007
286,11003302,2763.5415,3065.337259,398397,140362,2007/07/12 00:00:00+00,Simple Pendant,Active,1,11906,HPS-High Pressure Sodium,30 ft,11906,400,-2.5197544,89.27682,4.452954,2007-07-12 00:00:00+00:00,12,7,2007
288,11040042,7279.841767,7347.189976,397647,140743,2007/07/12 00:00:00+00,Simple Pendant,Active,1,12999,HPS-High Pressure Sodium,30 ft,12999,400,-3.3897548,89.3848,3.396233,2007-07-12 00:00:00+00:00,12,7,2007
289,11094082,964.8956055,990.0938,398337,140671,2007/07/12 00:00:00+00,Simple Pendant,Active,1,11287,HPS-High Pressure Sodium,30 ft,11287,400,-3.6697545,89.76422,3.7585104,2007-07-12 00:00:00+00:00,12,7,2007
290,36003422,0,26.6269,397414,140090,2007/07/11 00:00:00+00,Simple Pendant,Active,1,12753,HPS-High Pressure Sodium,30 ft,12753,400,-3.8997545,90.56654,3.6179552,2007-07-11 00:00:00+00:00,11,7,2007
292,11009422,918.7688623,1025.996033,398015,138624,2007/07/16 00:00:00+00,Simple Pendant,Active,1,13569,HPS-High Pressure Sodium,30 ft,13569,250,-3.9197545,89.25767,3.671294,2007-07-16 00:00:00+00:00,16,7,2007
293,11044202,0,37.57520674,398091,138621,2007/07/16 00:00:00+00,Decorated Wrap,Active,1,1M002,LED-Light Emitting Diode,30 ft,1M002,150,-4.1997547,90.46639,3.7585104,2007-07-16 00:00:00+00:00,16,7,2007
295,11003202,4705.859816,4765.784674,398109,138479,2007/07/16 00:00:00+00,Decorated Wrap,Active,1,14130,LED-Light Emitting Diode,30 ft,14130,150,-4.1997547,88.272026,3.0758414,2007-07-16 00:00:00+00:00,16,7,2007
296,11014272,8049.798376,9331.425666,397700,139029,2007/07/12 00:00:00+00,Simple Pendant,Active,1,12646,HPS-High Pressure Sodium,30 ft,12646,400,-4.0897546,88.217445,3.4152596,2007-07-12 00:00:00+00:00,12,7,2007
297,11003102,3064.5093,3153.334933,397647,139647,2007/07/14 00:00:00+00,Simple Pendant,Active,1,12445,HPS-High Pressure Sodium,30 ft,12445,400,-4.0897546,88.42084,3.671294,2007-07-14 00:00:00+00:00,14,7,2007
298,11027362,0,157.734,397607,139472,2007/07/14 00:00:00+00,Regular Alley,Active,2,12352DC,LED-Light Emitting Diode,35 ft,12352DC,30,-3.4397545,85.11142,5.0142193,2007-07-14 00:00:00+00:00,14,7,2007
299,11079492,442.6623833,510.0724,397634,139442,2007/07/14 00:00:00+00,Regular Alley,Active,2,12354,LED-Light Emitting Diode,28 ft,12354,30,-1.4497546,81.10887,5.634891,2007-07-14 00:00:00+00:00,14,7,2007
300,11001202,4176.271399,4197.291379,397801,139917,2007/07/13 00:00:00+00,Regular Alley,Active,2,12525,HPS-High Pressure Sodium,28 ft,12525,70,-0.0697546,76.87557,5.0911684,2007-07-13 00:00:00+00:00,13,7,2007
301,11044202,37.57520674,48.14604228,397647,139535,2007/07/14 00:00:00+00,Simple Pendant,Active,1,12360,HPS-High Pressure Sodium,30 ft,12360,400,1.0102454,74.35736,5.8048253,2007-07-14 00:00:00+00:00,14,7,2007
303,11000702,6917.7818,7156.2154,397662,138992,2007/07/16 00:00:00+00,Simple Pendant,Active,1,14375,HPS-High Pressure Sodium,30 ft,14375,400,2.9702454,70.39694,7.491114,2007-07-16 00:00:00+00:00,16,7,2007
305,11001202,4145.361168,4176.271399,398194,140905,2007/07/16 00:00:00+00,Regular Alley,Active,2,11356,HPS-High Pressure Sodium,28 ft,11356,100,2.5802455,78.51259,6.618519,2007-07-16 00:00:00+00:00,16,7,2007
306,11044202,215.3312702,252.2643818,398047,140272,2007/07/16 00:00:00+00,Regular Alley,Active,2,12042,HPS-High Pressure Sodium,28 ft,12042,150,0.2602454,83.84973,7.9932966,2007-07-16 00:00:00+00:00,16,7,2007
307,11044202,93.76240578,132.7803052,397864,140067,2007/07/11 00:00:00+00,Regular Alley,Active,2,12555,HPS-High Pressure Sodium,28 ft,12555,100,-0.5597546,86.922806,5.154415,2007-07-11 00:00:00+00:00,11,7,2007
319,11001402,9801.414803,9909.035648,394391,138541,2007/06/14 00:00:00+00,Truss,Active,1,21260,HPS-High Pressure Sodium,30 ft,21260,250,-3.9897547,90.90421,4.829907,2007-06-14 00:00:00+00:00,14,6,2007
322,11001602,9010.897587,9065.234918,397850,140665,2007/07/18 00:00:00+00,Regular Alley,Active,2,13229DC,HPS-High Pressure Sodium,35 ft,13229DC,100,-3.3397546,90.21072,4.8965297,2007-07-18 00:00:00+00:00,18,7,2007
323,11044202,856.3111872,980.7176288,398113,140084,2007/07/11 00:00:00+00,Regular Alley,Active,2,11970,HPS-High Pressure Sodium,28 ft,11970,100,-1.3897547,88.93092,4.829907,2007-07-11 00:00:00+00:00,11,7,2007
324,11044202,527.6163131,566.2290535,398285,140753,2007/07/16 00:00:00+00,Regular Alley,Active,2,11350,HPS-High Pressure Sodium,28 ft,11350,150,0.17024541,84.65231,4.510787,2007-07-16 00:00:00+00:00,16,7,2007
